Facility Id|Facility Name|City|State|Zip Code|Address|Latitude|Longitude|Total reported direct emissions|CO2 emissions (non-biogenic) |Methane (CH4) emissions |Nitrous Oxide (N2O) emissions |Stationary Combustion|Electricity Generation
1002094|ADS/MCLEAN COUNTY LANDFILL|BLOOMINGTON|IL|61704|2105 W OAKLAND AVE|40.465534|-89.03273|8221.3|15.8|8205.5||15.8|
1001845|ADVANCED DISPOSAL CRANBERRY CREEK LANDFILL LLC|WISCONSIN RAPIDS|WI|54495|2510 ENGEL ROAD|44.4093|-89.854855|22295.696|125.6|22169.5|0.596|126.446|
1003038|ADVANCED DISPOSAL MAPLE HILL LANDFILL, LLC|MACON|MO|63552|31226 INTREPID ROAD|39.73376|-92.53825|33138.798|61|33077.5|0.298|61.298|
1006979|ADVANCED DISPOSAL OAK RIDGE LANDFILL|BALWIN|MO|63021|1741 SULPHUR SPRING ROAD|38.556639|-90.527306|5774.75||5774.75|||
1001637|ADVANCED DISPOSAL ORCHARD HILLS LANDFILL INC|DAVIS JUNCTION|IL|61020|8290 HIGHWAY 251|42.14|-89.085|156829.2|60.2|156769||60.2|
1006963|ADVANCED DISPOSAL VALLEY VIEW LANDFILL INC|DECATUR|IL|62522|1363 BEAR RD|39.822266|-89.043754|34028.2|94.7|33933.5||94.7|
1000627|ADVANSIX INC - CHESTERFIELD PLANT|CHESTER|VA|23836|4101 BERMUDA HUNDRED RD|37.336111|-77.2825|54836.588|54779|26|31.588|54836.588|
1000630|ADVANSIX INCORPORATED - HOPEWELL|HOPEWELL|VA|23860|905 EAST RANDOLPH ROAD|37.1815|-77.1621|995690.3|995293|181.25|216.05|385473.3|
1005310|AES - PUERTO RICO COGENERATION PLANT|GUAYAMA|PR|00785|KM 142, RTE. #3 BO. JOBOS|17.945|-66.15027|3079369.918|3059710.3|7191|12468.618|3079369.918|
1001444|AES Alamitos|LONG BEACH|CA|90803|690 N STUDEBAKER ROAD|33.7688|-118.1009|686655.256|685958.2|318|379.056||686655.256
1005972|AES HAWAII INC|KAPOLEI|HI|96707|91-086 KAOMI LP|21.301222|-158.107306|1287782.31|1276913.1|3972|6897.21|1287782.31|
1001447|AES Huntington Beach|HUNTINGTON BEACH|CA|92646|21730 NEWLAND ST|33.6436|-117.9788|201661.552|201456.6|93.5|111.452||201661.552
1001450|AES Redondo Beach|REDONDO BEACH|CA|90277|1100 N HARBOR DRIVE|33.8504|-118.395|194694.98|194497.7|90|107.28||194694.98
1001223|AES Warrior Run|CUMBERLAND|MD|21502|11600 MEXICO FARMS RD SE|39.5944|-78.7456|1212774.492|1203057.9|3554.25|6162.342|202.5|1212571.992
1003853|AFTON CHEMICAL CORP|SAUGET|IL|62201|501 MONSANTO AVE.|38.60055|-90.1729|50153.512|50102|23.5|28.012|50153.512|
1007551|AG Energy|Ogdensburg|NY|13669|21 Entrance Avenue|44.7258|-75.4417|8596.068|8587.3|4|4.768|8596.068|0
1002069|AG PROCESSING INC|EMMETSBURG|IA|50536|4739 380TH ST|43.10102|-94.65419|24158.66|24134|11.25|13.41|24158.66|
1002070|AG PROCESSING INC A COOP-MANNING|MANNING|IA|51455|1000 300TH STREET|41.920794|-95.070791|21352.82|21330.9|10|11.92|21352.82|
1006054|AG PROCESSING INC-EAGLE GROVE|EAGLE GROVE|IA|50533|500 NORTH COMMERCIAL AVENUE|42.669167|-93.904444|105532.062|104942.6|218.75|370.712|105532.062|
1002408|AG PROCESSING INC-SHELDON|SHELDON|IA|51201|804 2ND AVE|43.182248|-95.856177|27545.096|27516.6|13|15.496|27545.096|
1002291|AG PROCESSING INCORPORATED A COOPERATIVE|DAWSON|MN|56232|800 DIAGONAL STREET|44.93265|-96.056491|36194.564|36157.3|17|20.264|36194.564|
1007333|AGC FLAT GLASS N AMERICA INC|RICHMOND|KY|40475|201 DUNCANNON LANE|37.70034|-84.26929|80102|80102|||0|
1002067|AGP SOY/CORN PROCESSING|HASTINGS|NE|68901|2801 E 7TH ST|40.58971|-98.33974|215933.418|214303.3|597.25|1032.868|215933.418|
1005284|AGRI ENERGY LLC|LUVERNE|MN|56156|502 SOUTH WALNUT AVENUE|43.648333|-96.224444|37588.258|37506.6|60.5|21.158|37545.508|
1002380|AGRIUM US BORGER NITROGEN OPERATIONS|BORGER|TX|79007|9201 FM 1551|35.6411|-101.4203|1232578.78|1232107.5|215|256.28|456955.88|
1004236|AGRIUM US INC - KFO|KENNEWICK|WA|99337|227515 E BOWLES ROAD|46.165957|-119.017218|119949.492|11207.1|1|108741.392|2142.292|
1001919|AHN Heartland Ingredients|EDDYVILLE|IA|52553|1116 Highway 137|41.14375|-92.647694|142605.264|142458.4|67|79.864|142605.264|
1006430|AIR LIQUID LARGE INDUSTRIES US, LP|EL SEGUNDO|CA|90245|324 W EL SEGUNDO BLVD|33.905833|-118.401944|574912.2|574912.2||||
1003724|AIR LIQUIDE - CORPUS CHRISTI SMR|CORPUS CHRISTI|TX|78407|5880 UP RIVER ROAD|27.813911|-97.472347|428722.1|428722.1||||
1003730|AIR LIQUIDE - FREEPORT HYCO PLANT|FREEPORT|TX|77541|2398 VICTORIA ROAD|28.98037|-95.38396|257.3|257.3|||257.3|
1003780|AIR LIQUIDE - PORT NECHES ASU COGENERATION PLANT|PORT NECHES|TX|77651|2121 PARK STREET|29.981116|-93.952389|169491.06|169315.7|80|95.36|169491.06|
1003910|AIR LIQUIDE AMERICA CORP|LONGVIEW|TX|75602|2292 Callahan Rd|32.4478|-94.6875|392155.8|392155.8||||
1006115|AIR LIQUIDE AMERICA CORP.|GEISMAR|LA|70734|36597 HWY 30|30.21023|-90.99085|376732.132|376343.6|177.25|211.282|376732.132|
1003591|AIR LIQUIDE GEISMAR UTILITY SERVICES|GEISMAR|LA|70734|36183 HWY 30|30.216085|-91.002699|157879.656|157716.9|74.25|88.506|157879.656|
1003748|AIR LIQUIDE LARGE INDUSTRIES US LP - RODEO HYDROGEN PLANT|RODEO|CA|94572|1391 SAN PABLO AVE|38.047952|-122.256895|861882.4|861882.4||||
1003013|AIR PRODUCTS & CHEMICAL INC - LAKE CHARLES FACILITY|WESTLAKE|LA|70669|102 TROUSDALE RD|30.238889|-93.281944|704352.4|704352.4||||
1002754|AIR PRODUCTS & CHEMICALS INC - CONVENT SMR|CONVENT|LA|70723|10759 CONVENT WAY|30.10817|-90.88404|647385.6|647385.6||||
1002698|AIR PRODUCTS & CHEMICALS INC - Geismar SMR|GEISMAR|LA|70734|8013 HWY 3251|30.18379|-90.98836|57053.3|57053.3||||
1003009|AIR PRODUCTS & CHEMICALS INC - INDUSTRIAL GAS PRODUCTION FACILITY|NEW ORLEANS|LA|70129|14700 INTRACOASTAL DRIVE|30.022255|-89.900984|239562.74|239560|1.25|1.49|3061.14|
1002121|AIR PRODUCTS & CHEMICALS INC MARTINEZ WATERFRONT ROAD|MARTINEZ|CA|94553|110 WATERFRONT RD|38.032767|-122.07594|656894.1|656894.1||||
1002122|AIR PRODUCTS & CHEMICALS, INC, Tesoro Martinez|MARTINEZ|CA|94553||38.026667|-122.067222|260155.308|260130.1|11.5|13.708||
1005809|AIR PRODUCTS AND CHEMICALS INC - CATLETTSBURG HYDROGEN PLANT|CATLETTSBURG|KY|41129|11631 US Route 23|38.37673|-82.60581|148037.4|148037.4||||
1002727|AIR PRODUCTS AND CHEMICALS INC - GARYVILLE|GARYVILLE|LA|70051|4663 W AIRLINE HWY|30.09959|-90.648851|913954.5|913954.5||||
1002123|AIR PRODUCTS AND CHEMICALS INCORPORATED|SACRAMENTO|CA|95826|5025 83RD STREET|38.529722|-121.398889|49661.8|49661.8||||
1002430|AIR PRODUCTS BAYTOWN PLANT|BAYTOWN|TX|77520|5503 WEST BAKER ROAD|29.757778|-95.023056|173703.66|173624.2|36.25|43.21|93714.76|
1002257|AIR PRODUCTS CARSON HYDROGEN PLANT|CARSON|CA|90810|23300 SOUTH ALAMEDA STREET|33.812778|-118.231389|729558.4|729558.4||||
1002435|AIR PRODUCTS WILMINGTON HYDROGEN PLANT|WILMINGTON|CA|90744|700 HENRY FORD AVENUE|33.780833|-118.241111|823796.32|823018.5|229.5|548.32||
1005615|AK Steel Corporation West Works|Ashland|KY|41101|170 Armco Road|38.496367|-82.670282|88497.98|88399.6|43.25|55.13|88497.98|
1006088|AKRON REGIONAL LANDFILL *|AKRON|OH|44313|1585 HARDY ROAD|41.151282|-81.559298|1319.5||1319.5|||
1005149|AL CORN CLEAN FUEL|CLAREMONT|MN|55924|797 5th Street|44.049412|-93.017379|139472.624|139328.5|65.75|78.374|139472.624|
1000129|AL Sandersville|WARTHEN|GA|31094|1600 MILLS LINDSEY SCHOOL ROAD|33.1189|-82.8608|44153.088|44108.7|20.25|24.138||44153.088
1007917|ALABAMA RIVER CELLULOSE, LLC|PERDUE HILL|AL|36470|2373 LENA LANDEGGER HWY|31.580112|-87.490073|301505.568|195581.9|99348|6575.668|66023.124|
1007272|ALADDIN MILLS - ANTIOCH RD PLA NT|DALTON|GA|30720|2001 ANTIOCH ROAD|34.73399|-84.94646|46052.764|46002.8|22.25|27.714|46052.764|
1006276|ALBANY LANDFILL|ALBANY|NY|12205|525 RAPP RD|42.70324|-73.84958|62364||62364|||
1003402|ALBEMARLE CORPORATION HOUSTON PLANT|PASADENA|TX|77503|2500 N. SOUTH ST.|29.742498|-95.165513|52779.69|52722.9|25.5|31.29|52779.69|
1004307|ALBEMARLE CORPORATION-SOUTH PLANT|MAGNOLIA|AR|71753|2270 HWY 79 SOUTH OF MAGNOLIA|33.1756|-93.2169|64486.556|64419.7|30.5|36.356|64486.556|
1001877|ALCOA INC - WARRICK OPERATIONS|NEWBURGH|IN|47629||37.915|-87.3328|5379019.292|5231861.9|14682.5|25406.586|198627.852|4908128.734
1003562|ALCOA INTALCO WORKS|FERNDALE|WA|98248|4050 MOUNTAIN VIEW RD.|48.8455|-122.7055|1130624.339|340165.5|9296.75|32.482|58122.132|
1000635|ALCOA WENATCHEE LLC|MALAGA|WA|98828|6200 MALAGA HIGHWAY|47.3567|-120.1273|0|0|||0|
1003201|ALCOA WORLD ALUMINA ATLANTIC|POINT COMFORT|TX|77978||28.65083|-96.56222|18145.736|2381.9|15761.75|2.086|2385.236|
1003147|ALCOA-MARYVILLE-BLOUNT COUNTY LANDFILL|Friendsville|TN|37737|240 Long Powers Road|35.73834|-84.05978|71551.75||71551.75|||
1004335|ALL PURPOSE LANDFILL|SANTA CLARA|CA|95050|5401 Lafayette Street|37.4135|-121.9724|53319||53319|||
1005862|ALLEGANY BALLISTICS LABORATORY|KEYSER|WV|26726|210 STATE ROUTE 956|39.56097|-78.84361|24197.208|24172|11.5|13.708|24197.208|
1007192|ALLEN COUNTY PUBLIC WORKS|LA HARPE|KS|66751|1170 2800TH ST|37.901209|-95.280776|66063.768|89.4|65947.25|27.118|121.018|
1007645|ALLIANCE SANI LDFL|TAYLOR|PA|18517|398 KEYSER AVENUE|41.3965|-75.7375|45358.194|1373.8|43983.5|0.894|1375.444|
1006197|ALLIED IMPERIAL LANDFILL|IMPERIAL|CA|92251|104 EAST ROBINSON ROAD|32.854701|-115.52505|19437.25||19437.25|||
1000048|ALLISON TRANSMISSION, Inc.|INDIANAPOLIS|IN|46222|One Allison Way|39.779861|-86.240969|24780.11|24749|10.25|20.86|24780.11|
1004327|ALMATIS INC - BAUXITE ARKANSAS|Benton|AR|72015|4701 ALCOA ROAD|34.57522|-92.53173|66296.4|66227.9|31.25|37.25|66296.4|
1007622|ALON REFINING KROTZ SPRINGS INC|KROTZ SPRINGS|LA|70750|356 S. LEVEE RD|30.526504|-91.748383|593881.966|590236.7|2031|1614.266|308987.562|
1007291|ALPHA RIDGE LANDFILL|MARRIOTTSVILLE|MD|21104|2350 MARRIOTTSVILLE ROAD|39.30718|-76.89862|19372.626|21.1|19340.5|11.026|36.876|
1007401|ALTIVIA Petrochemicals, LLC - HAVERHILL COMPLEX|HAVERHILL|OH|45636|1019 HAVERHILL OHIO FURNACE ROAD|38.59167|-82.81944|45397.48|45350.9|21.25|25.33|45397.48|
1007263|ALTO COLUMBIA LLC|BOARDMAN|OR|97818|71335 RAIL LOOP DRIVE|45.855921|-119.656083|36733.812|36696|17.25|20.562|36733.812|
1007264|ALTO MAGIC VALLEY LLC|BURLEY|ID|83318|2600 WASHINGTON AVENUE|42.521324|-113.815693|61714.068|61650.5|29|34.568|61714.068|
1003268|ALTON STEEL COMPANY|ALTON|IL|62002|#5 CUT ST.|38.88321|-90.14503|33551.38|33532.2|8.75|10.43|18524.88|
1005184|ALYESKA PIPELINE SE/TAPS PUMP STATION 01|PRUDHOE BAY|AK|99734||70.257222|-148.617778|62235.316|62171.2|29.25|34.866|62235.316|
1005781|ALYESKA PIPELINE SERVICE COMPANY, Valdez Marine Terminal|VALDEZ|AK|99686|300 DAYVILLE ROAD|61.084857|-146.388531|29009.724|28908.8|30|70.924|29009.724|
1005491|AM/NS Calvert, LLC|CALVERT|AL|36513|1 AM/NS Way|30.8|-88.1|519879.392|519342.9|244.75|291.742|519879.392|
1005707|AMALGAMATED SUGAR CO LLC|NAMPA|ID|83687|138 WEST KARCHER ROAD|43.612136|-116.579232|309560.626|186205.9|123224.5|130.226|173886.426|
1005712|AMALGAMATED SUGAR CO LLC|TWIN FALLS|ID|83301|2320 ORCHARD DR. E.|42.531995|-114.431448|274006.84|272638.1|510.5|858.24|254181.04|
1006412|AMALGAMATED SUGAR CO LLC|PAUL|ID|83347|50 SOUTH 500 WEST|42.611671|-113.757423|258899.068|247933.6|10767|198.468|204643.368|
1007178|AMEA Sylacauga Plant|SYLACAUGA|AL|35150|125 THOMPSON LANE|33.1661|-86.2825|20672.172|20650.8|9.75|11.622||20672.172
1004732|AMERICAN ACRYL PASADENA|PASADENA|TX|77507|4631 Old Hwy 146, Suite B|29.62132|-95.06676|79810|79727.8|37.5|44.7|79810|
1005432|AMERICAN AIRLINES|TULSA|OK|74116|3800 NORTH MINGO ROAD|36.204822|-95.868808|40061.766|40014.1|20.25|27.416|40061.766|
1004417|AMERICAN AVENUE LANDFILL|KERMAN|CA|93630|18950 W AMERICAN AVENUE|36.6659|-120.1382|166702.65|10.9|166691.75||10.9|
1005327|AMERICAN CAST IRON PIPE CO|BIRMINGHAM|AL|35207|2930 NORTH 16TH STREET|33.54698|-86.83465|170180.712|169422.2|283.5|475.012|170180.712|
1008041|AMERICAN COLLOID|Colony|WY|82710||44.86636|-104.1513|82043.552|81605.2|163|275.352|82043.552|
1006354|AMERICAN CRYSTAL SUGAR - CROOKSTON|CROOKSTON|MN|56716|1201 Hwy 75 South|47.764625|-96.629975|367652.52|285920.4|80632.5|1099.62|261693.87|
1005751|AMERICAN CRYSTAL SUGAR - E GRAND FORKS|EAST GRAND FORKS|MN|56721|1020 Business Hwy 2|47.925833|-97.006111|371486.694|249237.6|120192|2057.094|209179.544|
1005753|AMERICAN CRYSTAL SUGAR - HILLSBORO|HILLSBORO|ND|58045|121 Highway 81 NE|47.435833|-97.0625|505765.7|378415.4|125718.75|1631.55|336029.4|
1006877|AMERICAN CRYSTAL SUGAR - MOORHEAD|MOORHEAD|MN|56560|2500 NORTH 11TH STREET|46.903056|-96.759722|364565.588|257585.5|105980|1000.088|235488.538|
1002552|AMERICAN ENVIRONMENTAL LANDFILL|SAND SPRINGS|OK|74063|212 N. 177TH W. AVENUE|36.163345|-96.188988|149208.85|67.4|149096.75|44.7|131.1|
1000007|AMERICAN GYPSUM - BERNALILLO (WALLBOARD) PLANT|BERNALILLO|NM|87004|1000 N HILL RD|35.330083|-106.5275|10859.36|10848.4|5|5.96|10859.36|
1005175|AMERICAN GYPSUM CO /GYPSUM WALLBOARD PLT|DUKE|OK|73532|0.25 MILES W OF|34.66029|-99.58732|82726.688|82641.2|39|46.488|82726.688|
1007404|AMERICAN GYPSUM COMPANY|GYPSUM|CO|81637|740 Highway #6|39.658889|-106.956111|59485.626|59424|28.25|33.376|59485.626|
1004845|AMERICAN GYPSUM COMPANY|ALBUQUERQUE|NM|87113|4600 Paseo Del Norte NE|35.17237|-106.59347|40692.896|40650.7|19.25|22.946|40692.896|
1005590|AMERICAN REFINING GROUP INC|BRADFORD|PA|16701|77 NORTH KENDALL AVENUE|41.965472|-78.633108|131504.374|130301.4|692.5|510.474|130389.516|
1001860|AMERICAN SUGAR REFINING INC - Chalmette Refinery|ARABI|LA|70032|7417 N PETERS ST|29.953576|-89.997583|249496.36|249238.8|117.5|140.06|249496.36|
1006919|AMERICAN SYNTHETIC RUBBER|LOUISVILLE|KY|40216|4500 CAMPGROUND ROAD|38.209317|-85.847511|220350.436|218769.3|580.75|1000.386|220350.436|
1001962|AMERICAS STYRENICS LLC - ST JAMES PLANT|ST. JAMES|LA|70086|9901 HWY 18|30.08013|-90.916|721116.864|719536.6|517|1063.264|721116.864|
1005072|AMGEN MANUFACTURING, LIMITED|JUNCOS|PR|00777|RD 31 KM 24.6|18.2375|-65.907222|25065.296|24979.6|25.5|60.196|25065.296|
1008730|AMP Fremont Energy Center|Fremont|OH|43420|1275 Miarer Rd|41.355909|-83.122007|1506490.916|1504960.9|698|832.016||1506490.916
1004746|ANALOG DEVICES|CAMAS|WA|98607|4200 NW PACIFIC RIM BLVD|45.59995|-122.45204|12179.61499|1833.7|0.75|1233.72|1835.344|
1006810|ANCHOR ACQUISITION LLC MONACA PLT|MONACA|PA|15061|400 9TH STREET|40.690066|-80.274784|45362.322|45327.5|15.75|19.072|33260.222|
1004508|ANCHOR HOCKING GLASS CO PLANT NO 1 *|LANCASTER|OH|43130|1115 WEST FIFTH AVENUE|39.71923|-82.61895|55299.768|55249.9|22.75|27.118|48220.068|
1007341|ANCHORAGE REGIONAL LANDFILL|EAGLE RIVER|AK|99577|15500 E. EAGLE RIVER LOOP RD|61.290401|-149.604757|173166.8|30.3|173136.5||30.3|
1007839|ANDERSON LANDFILL|ANDERSON|CA|96007|18703 CAMBRIDGE ROAD|40.41754|-122.35787|31234.25||31234.25|||
1005392|ANGELINA COUNTY WASTE MANAGEMENT CENTER|LUFKIN|TX|75901|7521 FM 58|31.2525|-94.695|75141.75||75141.75|||
1002263|ANGUS CHEMICAL CO|STERLINGTON|LA|71280|350 LOUISIANA HIGHWAY 2|32.6907|-92.0826|118095.162|88925.7|41.75|29127.712|89017.216|
1002576|ANHEUSER BUSCH BALDWINSVILLE BREWERY|BALDWINSVILLE|NY|13027|2885 BELGIUM ROAD|43.1691|-76.3112|29102.616|29046|21.75|34.866|29102.616|
1006111|ANHEUSER BUSCH INC|COLUMBUS|OH|43229|700 SCHROCK ROAD|40.103056|-82.993056|34123.424|34067.5|22.25|33.674|34123.424|
1002867|ANHEUSER BUSCH INC. - L.A. BREWERY|VAN NUYS|CA|91406|15800 ROSCOE BOULEVARD|34.22132|-118.48044|34793.624|34737.7|22.25|33.674|34793.624|
1003352|ANHEUSER BUSCH INCORPORATED FORT COLLINS BREWERY|FORT COLLINS|CO|80524|2351 BUSCH DRIVE|40.619722|-105.006111|48398.816|48348.4|23|27.416|48398.816|
1003176|ANHEUSER BUSCH LLC|WILLIAMSBURG|VA|23185|7801 POCAHONTAS TRAIL|37.237518|-76.652662|34631.02|34595.4|16.25|19.37|34631.02|
1003224|ANHEUSER-BUSCH HOUSTON BREWERY|HOUSTON|TX|77029|775 GELLHORN DRIVE|29.774444|-95.270833|29111.156|28935.6|57.25|118.306|29111.156|
1002915|ANHEUSER-BUSCH LLC|MERRIMACK|NH|03054|221 DANIEL WEBSTER HIGHWAY|42.82407|-71.485564|16030.656|16006.9|9.75|14.006|16030.656|
1006147|ANHEUSER-BUSCH LLC|JACKSONVILLE|FL|32218|111 BUSCH DR.|30.433075|-81.647505|51651.508|51577.5|30.5|43.508|51651.508|
1006904|ANHEUSER-BUSCH, INC. CARTERSVI LLE BREWERY|CARTERSVILLE|GA|30120|100 BUSCH DR.|34.2557|-84.7825|21465.156|21429.7|14|21.456|21465.156|
