Facility Id|Facility Name|City|State|Zip Code|Address|Latitude|Longitude|Total reported direct emissions|CO2 emissions (non-biogenic) |Methane (CH4) emissions |Nitrous Oxide (N2O) emissions |Stationary Combustion|Electricity Generation||||||||||||||||||||||||||||||||||||||
1004880|EQUISTAR CORPUS CHRISTI PLANT|CORPUS CHRISTI|TX|78410|1501 MCKINZIE ROAD|27.81|-97.593611|1153517.772|1140241.2|8526.75|4749.822|1059322.618|||||||||||||||||||||||||||||||||||||||
1007164|ERACHEM COMILOG, INC.|NEW JOHNSONVILLE|TN|37134|795 FOOTE LANE|35.99622|-87.979395|46337.392|46259|32.5|45.892|46337.392|||||||||||||||||||||||||||||||||||||||
1004376|ERAMET MARIETTA INC. (0684020006)|MARIETTA|OH|45750|16705 STATE RT 7 S|39.440458|-81.449872|183312.434|183295.6|7|9.834|13062.434|||||||||||||||||||||||||||||||||||||||
1013164|ERCO Worldwide (USA) Inc|Nekoosa|WI|54457|101 State Highway 73 South|44.3381|-89.8871|24695.656|24669.9|11.75|14.006|24695.656|||||||||||||||||||||||||||||||||||||||
1008014|ERGON REFINING INC|VICKSBURG|MS|39183|2125 HAINING RD|32.388015|-90.900203|206258.17|204346.3|1780.75|131.12|120471.64|||||||||||||||||||||||||||||||||||||||
1007882|ERGON WEST VIRGINIA INC|NEWELL|WV|26050|9995 OHIO RIVER BLVD|40.6111|-80.630833|213597.66|212679.7|614|303.96|198089.324|||||||||||||||||||||||||||||||||||||||
1005037|ERVING PAPER MILLS INC|ERVING|MA|01344|97 EAST MAIN STREET|42.60008|-72.37838|34902.442|34861.4|17.5|23.542|34902.442|||||||||||||||||||||||||||||||||||||||
1004216|ESSEX COUNTY RESOURCE RECOVERY FACILITY|NEWARK|NJ|07105|183 RAYMOND BLVD|40.7381|-74.1266|366457.924|349065|6780.25|10612.674|366457.924|||||||||||||||||||||||||||||||||||||||
1004500|ESSITY PROFESSIONAL HYGIENE NORTH AMERICA LLC BARTON OPERATIONS|CHEROKEE|AL|35616|1834 HALEY DR|34.75942|-87.89004|69547.388|69475.6|32.75|39.038|69547.388|||||||||||||||||||||||||||||||||||||||
1004256|ETC of Georgia, LLC - Grady Road Landfill|Rockmart|GA|30153|316 Grady Road|33.99554|-85.16728|88382||88382|||||||||||||||||||||||||||||||||||||||||
1007987|EVERGREEN LANDFILL/FKA PELLEGRENE SITE|CORAL|PA|15731|1310 Luciousboro Road|40.493138|-79.151947|9962.048|181.5|9780.25|0.298|182.048|||||||||||||||||||||||||||||||||||||||
1003501|EVERGREEN PACKAGING-PINE BLUFF|PINE BLUFF|AR|71601|5201 FAIRFIELD ROAD|34.221569|-91.907406|170804.128|158195.8|8366|4242.328|81461.436|||||||||||||||||||||||||||||||||||||||
1007723|EVERGREEN RECYCLING & DISPOSAL|NORTHWOOD|OH|43619|2625 EAST BROADWAY|41.604344|-83.453684|38208.54|2815.3|35391.75|1.49|2818.04|||||||||||||||||||||||||||||||||||||||
1007041|EVONIK CORPORATION|THEODORE|AL|36582|4201 EVONIK RD|30.516944|-88.14028|133606.496|133468.4|63|75.096|133606.496|||||||||||||||||||||||||||||||||||||||
1005465|EVONIK CORPORATION|MAPLETON|IL|61547|8300 WEST ROUTE 24|40.564725|-89.724485|75001.208|74934.9|30.25|36.058|63976.108|||||||||||||||||||||||||||||||||||||||
1005340|EVONIK CORPORATION|ETOWAH|TN|37331|131 County Road 875|35.28121|-84.53486|51092.008|51039.4|24|28.608|51092.008|||||||||||||||||||||||||||||||||||||||
1000297|EVONIK CORPORATION|CHESTER|PA|19013|1200 W. FRONT ST.|39.837605|-75.37294|24104.56|24079.9|11.25|13.41|24104.56|||||||||||||||||||||||||||||||||||||||
1004833|EVONIK CORPORATION TIPPECANOE LABORATORIES|LAFAYETTE|IN|47909|1650 LILLY RD|40.390544|-86.936174|66211.3|66142.8|31.25|37.25|66211.3|||||||||||||||||||||||||||||||||||||||
1000704|EVONIK SUPERABSORBER LLC|GREENSBORO|NC|27406|2401 DOYLE STREET|36.0441|-79.78814|34254.372|34219.3|16|19.072|34254.372|||||||||||||||||||||||||||||||||||||||
1004596|EVONIK SUPERABSORBER LLC|GARYVILLE|LA|70051|3606 HIGHWAY 44|30.045049|-90.610458|39099.552|39059|18.5|22.052|39099.552|||||||||||||||||||||||||||||||||||||||
1007643|EXXONMOBIL BATON ROUGE REFINERY AND CHEMICAL PLANT|BATON ROUGE|LA|70805|4045 SCENIC HWY|30.484917|-91.17392|6117360.83|6083298.1|19197|14865.73|4487022.134|||||||||||||||||||||||||||||||||||||||
1007542|EXXONMOBIL Bt Site|BAYTOWN|TX|77520|5000 Bayway Dr|29.73489|-95.02272|12611928.85|12539786.4|39296|32846.454|10644988.77|||||||||||||||||||||||||||||||||||||||
1003484|EXXONMOBIL CHEMICAL CO - BATON ROUGE PLASTICS PLANT|BATON ROUGE|LA|70807|11675 SCOTLAND ZACHARY HIGHWAY|30.550948|-91.175252|89375.064|89283|42|50.064|89375.064|||||||||||||||||||||||||||||||||||||||
1006801|EXXONMOBIL CHEMICAL CO - BATON ROUGE POLYOLEFINS PLANT|BATON ROUGE|LA|70807|12875 NORTH SCENIC HIGHWAY|30.560139|-91.2055|97855.996|97641.3|80|134.696|97855.996|||||||||||||||||||||||||||||||||||||||
1006274|EXXONMOBIL CHEMICAL MONT BELVIEU PLASTICS PLANT|MONT BELVIEU|TX|77580|13330 HATCHERVILLE RD.|29.8742|-94.9122|89241.764|89149.7|42|50.064|89241.764|||||||||||||||||||||||||||||||||||||||
1006068|EXXONMOBIL OIL JOLIET REFINERY|CHANNAHON|IL|60410|25915 SE FRONTAGE ROAD|41.4167|-88.1833|2675485.532|2661182.1|7335|6968.432|1431362.984|||||||||||||||||||||||||||||||||||||||
1010341|Eagle|Comfort|WV|25049|235 Joes Branch Road|38.108776|-81.570611|21398.75||21398.75|||||||||||||||||||||||||||||||||||||||||
1000254|Eagle Natrium LLC - Natrium Plant|Proctor|WV|26055|15696 Energy Road, State Route 2|39.7475|-80.8547|515179.276|514652.1|240.5|286.676|515179.276|||||||||||||||||||||||||||||||||||||||
1001248|Eagle Point Power Generation|WESTVILLE|NJ|08093|1250 Crown Point Road|39.8746|-75.1592|127440.776|127314.4|55.75|70.626||127440.776||||||||||||||||||||||||||||||||||||||
1011681|Eagle Valley Clean Energy|Gypsum|CO|81637|10775 HWY 6|39.646803|-106.940343|1124.6|2.3|161.25|961.05|1124.6|||||||||||||||||||||||||||||||||||||||
1013695|Eareckson Air Station|Shemya Island|AK|99506|Unnamed Road|52.7125|-174.113611|28719.176|28618.8|29.75|70.626|28719.176|||||||||||||||||||||||||||||||||||||||
1001570|Earl F Wisdom|SPENCER|IA|51301|3365 165 AVE|43.1606|-95.2569|3362.134|3358|1.75|2.384|22.9|3339.234||||||||||||||||||||||||||||||||||||||
1002779|East Bay Central Facility|New Orleans|LA|70170||29.0548|-89.3064|23196.312|23172.2|11|13.112|23196.312|||||||||||||||||||||||||||||||||||||||
1001006|East Bend|UNION|KY|41100|6293 BEAVER RD|38.9031|-84.8511|3114385.736|3089432.1|9127.75|15825.886||3114385.736||||||||||||||||||||||||||||||||||||||
1005502|East Dubuque Nitrogen Fertilizers, LLC|EAST DUBUQUE|IL|61025|16675 HIGHWAY 20 WEST|42.44311|-90.55686|682738.788|623635.1|120.25|58983.438|255850.688|||||||||||||||||||||||||||||||||||||||
1011464|East Regional Landfill|Bennett|CO|80102|8201 Schumaker Road|39.842346|-104.489113|51976.25||51976.25|||||||||||||||||||||||||||||||||||||||||
1000761|East River|NEW YORK|NY|10009|801 EAST 14TH ST|40.7281|-73.9742|1997802.318|1995710|940.25|1152.068|51832.922|1945969.396||||||||||||||||||||||||||||||||||||||
1009679|EW 826 A (Complex ID # 23800)|Offshore|LA|00000||28.163269|-90.358587|5369.582|3302.4|2064.5|2.682|3306.632|||||||||||||||||||||||||||||||||||||||
1005779|EUNICE NATURAL GAS PROCESSING PLANT|EUNICE|LA|70535|222 REFINERY ROAD|30.462447|-92.530435|168643.98|167245.6|1306|92.38|155133.816|||||||||||||||||||||||||||||||||||||||
1010118|Eagle-1 Gas Plant|Edna|TX|77957||29.1351|-96.6591|92972.598|90420.3|2514.75|37.548|65705.752|||||||||||||||||||||||||||||||||||||||
1012675|East Toyah Gas Processing Plant|Pecos|TX|79772|49 County Road 419|31.36258|-103.68639|127002.038|123148.2|3785|68.838|122708.388|||||||||||||||||||||||||||||||||||||||
1014565|East Calcasieu|Iowa|LA|70647|6040 Fruge Rd|30.156808|-93.029968|49725.666|48956|742.25|27.416|49005.516|||||||||||||||||||||||||||||||||||||||
1013403|Eastern Gas Transmission and Storage - Brookmans Corner Station (Tran)|Fort Plain|NY|13339|201 Casler Rd|42.929147|-74.726585|22201.782|18202.9|3988.75|10.132|18216.032|||||||||||||||||||||||||||||||||||||||
1012961|Eastern Gas Transmission and Storage - Carroll Station (Tran)|Carrollton|OH|44615|8152 Bay Road SE|40.53389|-80.93278|21520.52|21146.6|362|11.92|21166.72|||||||||||||||||||||||||||||||||||||||
1011173|Eastern Gas Transmission and Storage - Centre Station (Tran)|Pleasant Gap|PA|16823|670 Witherite Rd|40.88155|-77.7271|27831.996|27516.5|300|15.496|27544.496|||||||||||||||||||||||||||||||||||||||
1011881|Eastern Gas Transmission and Storage - Chambersburg Station (Tran)|Chambersburg|PA|17202|1894 Warm Spring Road|39.891894|-77.723672|49919.136|43267.7|6627|24.436|43303.136|||||||||||||||||||||||||||||||||||||||
1003443|Eastern Gas Transmission and Storage - Crayne Station (Tran)|Waynesburg|PA|15370|657 Jefferson Road|39.9197|-80.1232|33263.586|29988.1|3258.5|16.986|30015.536|||||||||||||||||||||||||||||||||||||||
1003537|Eastern Gas Transmission and Storage - Gilmore Station (Tran)|Port Washington|OH|43837|656 Gravel Lick Road|40.28667|-81.46528|24171.114|22720.3|1438|12.814|22740.764|||||||||||||||||||||||||||||||||||||||
1004160|Eastern Gas Transmission and Storage - Groveport Station (Tran)|Groveport|OH|43125|5509 Berger Road|39.8121|-82.8423|15394.198|14048.2|1338.25|7.748|14059.848|||||||||||||||||||||||||||||||||||||||
1012971|Eastern Gas Transmission and Storage - L.L. Tonkin Station (Tran)|West Union|WV|26456|139 Tonkin Station Road|39.3106|-80.78129|27823.796|27481.3|327|15.496|27508.796|||||||||||||||||||||||||||||||||||||||
1003541|Eastern Gas Transmission and Storage - Lebanon Station (Tran)|Lebanon|OH|45036|1262 West State Route 122|39.491699|-84.226097|37704.714|22648.9|15043|12.814|22650.764|||||||||||||||||||||||||||||||||||||||
1011174|Eastern Gas Transmission and Storage - Leesburg and Loudoun Stations (Tran)|Leesburg|VA|20175|40620 Consolidated Lane|39.000559|-77.597059|22023.422|20543.8|1468|11.622|20562.072|||||||||||||||||||||||||||||||||||||||
1012944|Eastern Gas Transmission and Storage - Mullet Station (Tran)|Switzerland Twp|OH|43942|52174 Township Highway 964|39.835289|-80.875268|29292.914|22649.6|6630.5|12.814|22663.364|||||||||||||||||||||||||||||||||||||||
1003433|Eastern Gas Transmission and Storage - Newark Station (Tran)|Nashport|OH|43830|19042 Nashport Road SE|40.073889|-82.194858|11087.21|10609.5|471.75|5.96|10618.86|||||||||||||||||||||||||||||||||||||||
1004319|Eastern Gas Transmission and Storage - Punxsutawney Station (Tran)|Punxsutawney|PA|15767|88 Laska Road|40.9099|-79.0182|30172.79|29037.9|1118.5|16.39|29065.44|||||||||||||||||||||||||||||||||||||||
1006332|Eastern Gas Transmission and Storage - Washington Station (Tran)|Washington Court House|OH|43160|708 Parrott Station Road NW|39.62667|-83.50889|12867.052|12534.4|325.5|7.152|12546.252|||||||||||||||||||||||||||||||||||||||
1003629|Eastern Gas Transmission and Storage - Ellisburg Station (Stor)|Genesee Twp.|PA|16923|685 Pump Station Road|41.9258|-77.8927|31778.64|29339.5|2422.75|16.39|29366.74|||||||||||||||||||||||||||||||||||||||
1003512|Eastern Gas Transmission and Storage - Greenlick and Little Greenlick Stations (Stor and Tran)|Cross Forks|PA|17729|1211 Shephard Road|41.495452|-77.74015|43449.296|40856.6|2569.75|22.946|40895.696|||||||||||||||||||||||||||||||||||||||
1003535|Eastern Gas Transmission and Storage - Hastings Complex (Proc,Tran)|Pine Grove|WV|26419|14508 Shortline Hwy|39.55139|-80.67806|58200.736|56172.6|1996.25|31.886|56225.486|||||||||||||||||||||||||||||||||||||||
1003455|Eastern Gas Transmission and Storage - Leidy and Finnefrock Stations (Stor and Tran)|Renovo|PA|17764|91 Gas Plant Lane|41.42571|-77.85304|120066.576|112619.9|7383.5|63.176|112723.976|||||||||||||||||||||||||||||||||||||||
1003462|Eastern Gas Transmission and Storage - Lightburn Station and Extraction Plant (Stor and Proc)|Jane Lew|WV|26378|6489 Old Mill Road|39.119136|-80.455361|34231.78|32108.9|2105|17.88|32138.38|||||||||||||||||||||||||||||||||||||||
1003531|Eastern Gas Transmission and Storage - Oakford and Rock Springs Stations (Stor and Tran)|Delmont|PA|15626|6814 Route 22|40.303195|-79.534661|43242.01|37500.9|5720.25|20.86|37531.96|||||||||||||||||||||||||||||||||||||||
1005464|Eastern Michigan University|Ypsilanti|MI|48197|812 Oakwood|42.25113|-83.629348|38413.556|38374.1|18|21.456|38413.556|||||||||||||||||||||||||||||||||||||||
1004330|Eastern Sanitary Landfill Solid Waste Management Facility|White Marsh|MD|21162|6257 Days Cove Road|39.39819|-76.39709|95671.7|65.7|95606||65.7|||||||||||||||||||||||||||||||||||||||
1011676|Eastlake Sanitary Landfill|Clearlake|CA|95422|16015 Davis Ave|38.954271|-122.611851|13889.25||13889.25|||||||||||||||||||||||||||||||||||||||||
1007438|Eastman Chemical - Texas Operations|LONGVIEW|TX|75602|300 KODAK BLVD|32.4472|-94.6917|2148910.122|2132088.1|13634.3164|3187.706|775411.288|1245675.104||||||||||||||||||||||||||||||||||||||
1000232|Eastman Chemical Company|KINGSPORT|TN|37662|EASTMAN ROAD AND LINCOLN ST|36.5192|-82.535|3728686.624|3486874.1|233885.7243|7926.8|3140981.25|||||||||||||||||||||||||||||||||||||||
1004957|Eastman Chemical Texas City Operations|Texas City|TX|77590|201 Bay Street South|29.380301|-94.894036|40581.212|40523.5|22.25|35.462|40581.212|||||||||||||||||||||||||||||||||||||||
1007858|Eastside/Texas|Fort Worth|TX|76103|5300 E. First Street|32.76655|-97.26368|22825.75||22825.75|||||||||||||||||||||||||||||||||||||||||
1008013|Ebensburg Power Company|Ebensburg|PA|15931|2840 New Germany Road|40.455|-78.7472|507542.368|503599.6|1442.25|2500.518|0|507542.368||||||||||||||||||||||||||||||||||||||
1000682|Eckert Station|LANSING|MI|48910|601 ISLAND AVE|42.7183|-84.5586|281463.904|281177.3|130.75|155.854|3343.736|278120.168||||||||||||||||||||||||||||||||||||||
1014391|Eco Hill Landfill|Atkinson|IL|61235|137 Commercial Drive|41.407503|-90.003647|180412.75||180412.75|||||||||||||||||||||||||||||||||||||||||
1003003|Eco Services Baton Rouge Site|BATON ROUGE|LA|70807|1301 AIRLINE HWY.|30.50986|-91.18465|42987.988|42943.6|20.25|24.138|42987.988|||||||||||||||||||||||||||||||||||||||
1011487|Eco-Safe Systems, LLC|Blountville|TN|37617|385 Harr Lane|36.559489|-82.349246|54583.75|161.5|54422.25||161.5|||||||||||||||||||||||||||||||||||||||
1003590|Ecobat Resources New York, LLC|MIDDLETOWN|NY|10941|65 BALLARD ROAD|41.460844|-74.359694|82584.86|82560.2|11.25|13.41|35309.66|||||||||||||||||||||||||||||||||||||||
1011896|Ector County Energy Center|Goldsmith|TX|79741|8200 OB Holt Road|32.070729|-102.587361|79060.156|78979.6|36.75|43.806|13.9|79046.256||||||||||||||||||||||||||||||||||||||
1000898|Eddystone Generating Station|EDDYSTONE|PA|19022|#1 INDUSTRIAL HWY|39.858|-75.323|23148.594|23102.4|15.5|30.694|6210.086|16938.508||||||||||||||||||||||||||||||||||||||
1001477|Edge Moor|WILMINGTON|DE|19809|200 HAY ROAD|39.7372|-75.5033|241468.422|241148.5|129.5|190.422|4237.128|237231.294||||||||||||||||||||||||||||||||||||||
1006390|Edgeboro Landfill|East Brunswick|NJ|08816||40.4735|-74.3862|7228.5||7228.5|||||||||||||||||||||||||||||||||||||||||
1001581|Edgemere Landfill|Far Rockaway|NY|11691|51st and Almeda Street|40.602435|-73.762495|23779.25||23779.25|||||||||||||||||||||||||||||||||||||||||
1000983|Edgewater (4050)|SHEBOYGAN|WI|53802|3739 LAKESHORE DR|43.715|-87.7094|2061203.41|2050398.3|540.5|10264.61||2061203.41||||||||||||||||||||||||||||||||||||||
1000267|Edgewood Energy|BRENTWOOD|NY|11717|WEST END CAMPUS ROAD|40.7861|-73.2931|88596.572|88506.7|41|48.872||88596.572||||||||||||||||||||||||||||||||||||||
1001392|Edward L Addison Generating Plant|THOMASTON|GA|30286|95 Edward L Addison Parkway|32.911|-84.3059|228707.5|228455.7|110.25|141.55||228707.5||||||||||||||||||||||||||||||||||||||
1001541|Edwardsport|EDWARDSPORT|IN|47500|15400 VILLWOCK RD|38.8067|-87.2472|3163697.952|3161931.2|806|960.752|4254.836|3159443.116||||||||||||||||||||||||||||||||||||||
1014249|Eglin AFB|Eglin AFB|FL|32542|700 Range Road|30.484389|-86.493272|26551.148|26523.2|12.75|15.198|26551.148|||||||||||||||||||||||||||||||||||||||
1012749|Eight Flags Energy, LLC|Fernandina Beach|FL|32034|22 Gum Street|30.662586|-81.469563|90881.008|90787.3|42.75|50.958|90881.008|||||||||||||||||||||||||||||||||||||||
1011829|Eklutna Generation Station|Chugiak|AK|99567|28705 Dena'ina Elders Road|61.457778|-149.351389|254171.754|253902.1|121.25|148.404|254171.754|||||||||||||||||||||||||||||||||||||||
1001454|El Centro|EL CENTRO|CA|92243|485 E VILLA AVE|32.8022|-115.54|487957.992|487462.6|226|269.392||487957.992||||||||||||||||||||||||||||||||||||||
1002473|El Centro Landfill|Robstown|TX|78380|3189 SR 69 and County Road 30|27.724972|-97.652075|28264.75||28264.75|||||||||||||||||||||||||||||||||||||||||
1007630|El Coqui Landfill|Humacao|PR|00791|Road #3, Int. 923, KM 1.7, Bo. Buena Vista|18.132987|-65.820394|103882.5||103882.5|||||||||||||||||||||||||||||||||||||||||
1000431|El Segundo|EL SEGUNDO|CA|90245|301 VISTA DEL MAR|33.9106|-118.425|131550.912|131417.2|61|72.712||131550.912||||||||||||||||||||||||||||||||||||||
1002020|Elanco Clinton Laboratories|CLINTON|IN|47842|10500 S ST RD 63|39.734316|-87.393043|68292.992|68222.3|32.25|38.442|68292.992|||||||||||||||||||||||||||||||||||||||
1002322|Electric Glass Fiber America, LLC|LEXINGTON|NC|27292|473 NEW JERSEY CHURCH ROAD|35.75525|-80.28116|46940.9|46899.8|18.75|22.35|40023.9|||||||||||||||||||||||||||||||||||||||
1000521|Electrifarm|WATERLOO|IA|50701|3233 WEST SHAULIS RD|42.4407|-92.4205|9467.948|9455.2|5|7.748|9467.948|||||||||||||||||||||||||||||||||||||||
1011789|Elemental Environmental Solutions LLC|Arkadelphia|AR|71923|500 East Reynolds Road|34.0403|-93.0448|27974.544|27945.5|13.25|15.794|27974.544|||||||||||||||||||||||||||||||||||||||
1000817|Elgin Energy Center, LLC|ELGIN|IL|60120|1559 GIFFORD ROAD|41.9997|-88.2445|82092.096|82008.8|38|45.296|49|82043.096||||||||||||||||||||||||||||||||||||||
1013287|Elite Octane|Atlantic|IA|50022|60502 Glacier Road|41.41772|-95.03182|172059.252|171881.7|81|96.552|172059.252|||||||||||||||||||||||||||||||||||||||
1000312|Elizabeth River Combustion Turbine Sta|CHESAPEAKE|VA|23323|2837 SOUTH MILITARY HWY|36.7743|-76.3119|48362.454|48251.8|36.75|73.904||48362.454||||||||||||||||||||||||||||||||||||||
1001169|Elk Mound Generating Station|Elk Mound|WI|54739|4101 50th Street|44.9019|-91.5678|25782.104|25755.8|12|14.304|17.5|25764.604||||||||||||||||||||||||||||||||||||||
1000211|Elk River|ELK RIVER|MN|55330|17845 EAST HIGHWAY 10|45.2958|-93.5542|24733.888|24704.7|12.5|16.688|0|24733.888||||||||||||||||||||||||||||||||||||||
1012043|Elk Station|Abernathy|TX|79311|1454 County Road 315|33.861807|-101.843823|391292.448|390894.6|181.5|216.348|1117.496|390174.952||||||||||||||||||||||||||||||||||||||
1010648|Ellwood Texas Forge Houston|Houston|TX|77045|12500 Amelia Drive|29.631177|-95.402607|12636.652|12623.5|6|7.152|12636.652|||||||||||||||||||||||||||||||||||||||
1000491|Elm Road Generating Station|OAK CREEK|WI|53154|10800 S. CHICAGO ROAD|42.8445|-87.829|5324628.614|5296685.4|1393.5|26549.714|3247.888|5321380.726||||||||||||||||||||||||||||||||||||||
1001359|Elwood Energy Facility|ELWOOD|IL|60421|24391 PATTERSON RD|41.4388|-88.1236|97663.24|97564.6|45|53.64|380.048|97283.192||||||||||||||||||||||||||||||||||||||
1007325|Emery Oleochemicals, LLC|CINCINNATI|OH|45232|4900 ESTE AVENUE|39.1792|-84.5053|176325.134|176142.9|83|99.234|176325.134|||||||||||||||||||||||||||||||||||||||
1000317|Emery Station|CLEAR LAKE|IA|50428|11295 230TH ST|43.094|-93.2922|746819.034|746060.9|346|412.134|5985.628|740833.406||||||||||||||||||||||||||||||||||||||
1001046|Empire District Elec Co Energy Ctr|SARCOXIE|MO|64862|2537 FIR ROAD|37.1385|-94.1041|209807.024|209565.3|103.75|137.974|99946.578|109860.446||||||||||||||||||||||||||||||||||||||
1007388|Empire Generating Co, LLC|Rensselaer|NY|12144|75 Riverside Avenue, PO Box 350|42.6296|-73.749|1307628.704|1306243.2|618.75|766.754||1307628.704||||||||||||||||||||||||||||||||||||||
1000583|Emporia Energy Center|EMPORIA|KS|66801|1685 ROAD 200TH|38.4464|-96.0651|251641.52|251386.7|116.25|138.57||251641.52||||||||||||||||||||||||||||||||||||||
1006502|Encogen Generating Station|Bellingham|WA|98225|915 Cornwall Ave|48.746|-122.486|204793.892|204586.2|94.75|112.942||204793.892||||||||||||||||||||||||||||||||||||||
1002239|Echo Springs Gas Plant|Wamsutter|WY|82336||41.6472|-107.8236|443100.954|432470.4|10467.25|163.304|257451.08|||||||||||||||||||||||||||||||||||||||
1004924|Elk Basin Gas Plant|POWELL|WY|82435|37 Country Road 1NG|44.866702|-108.814934|61478.86|61249.8|200.75|28.31|49454.02|||||||||||||||||||||||||||||||||||||||
1004634|Eastside Compressor Station|Bryceland|LA|71008||32.4100083|-92.9750138|29203.256|24802.5|4386.75|14.006|24823.156|||||||||||||||||||||||||||||||||||||||
1003142|Echo Springs Compressor Station|Sweetwater County|WY|82301||41.718603|-107.787979|14485.098|13610.6|866.75|7.748|13624.048|||||||||||||||||||||||||||||||||||||||
1000316|Entriken Compressor Station|JAMES CREEK|PA|16657|16707 LITTLE VALLEY RD|40.3086|-78.1389|56344.856|51427.2|4888.75|28.906|51474.656|||||||||||||||||||||||||||||||||||||||
1014099|Endicott Clay Products Co.|Endicott|NE|68350|57120 707th Road|40.07398|-97.12396|21470.52|21448.6|10|11.92|21470.52|||||||||||||||||||||||||||||||||||||||
1000087|Energy Center Dover|DOVER|DE|19904|1280 W NORTH ST|39.1467|-75.5461|64431.192|64362|30.75|38.442|8478.768|55952.424||||||||||||||||||||||||||||||||||||||
1005167|Energy Center Harrisburg LLC|Harrisburg|PA|17101|100 North 10th Street|40.26582|-76.87643|32343.968|32308.8|15.5|19.668|32343.968|||||||||||||||||||||||||||||||||||||||
1004854|Energy Center Omaha, LLC|OMAHA|NE|68102|2152 HOWARD ST|41.25548|-95.94404|56042.938|55985.1|26.25|31.588|56042.938|||||||||||||||||||||||||||||||||||||||
1005798|Energy Center Pittsburgh LLC|Pittsburgh|PA|15212|111 South Commons Avenue|40.450662|-80.003102|37677.408|37638.5|17.75|21.158|37677.408|||||||||||||||||||||||||||||||||||||||
1006290|Energy Center Pittsburgh LLC - Gibbon Plant|Pittsburgh|PA|15282|1000 Gibbon St|40.43805|-79.99362|30539.584|30507.8|14.5|17.284|30539.584|||||||||||||||||||||||||||||||||||||||
1008757|Enlow Fork Mine|Claysville|PA|15323|2041 Pleasant Grove Rd.|40.076034|-80.35271|1911779.986|3645.9|1908132|2.086|3649.736|||||||||||||||||||||||||||||||||||||||
1001370|Ennis Power Company, LLC|ENNIS|TX|75119|4001 WEST ENNIS AVE|32.3194|-96.6739|585341.38|584746.8|271.25|323.33||585341.38||||||||||||||||||||||||||||||||||||||
1006814|Equistar Chemicals LP|Westlake|LA|70669|4101 Hwy 108 South|30.1928|-93.32524|123089.836|122962.7|58|69.136|123089.836|||||||||||||||||||||||||||||||||||||||
1000420|Equus Power I|FREEPORT|NY|11520|289 BUFFALO AVE|40.6447|-73.5683|35424.968|35388.8|16.5|19.668||35424.968||||||||||||||||||||||||||||||||||||||
1000683|Erickson|LANSING|MI|48917|3725 CANAL RD|42.6919|-84.6572|1287580.248|1279364.5|3030.25|5185.498|2757.184|1284823.064||||||||||||||||||||||||||||||||||||||
1001419|Escalante|PREWITT|NM|87045|COUNTY ROAD 19|35.4159|-108.082|0|0|||0|||||||||||||||||||||||||||||||||||||||
1000074|Escondido Energy Center, LLC|ESCONDIDO|CA|92029|1968 DON LEE PLACE|33.1261|-117.1172|6866.848|6834.7|9.5|22.648||6866.848||||||||||||||||||||||||||||||||||||||
1000745|Essex|NEWARK|NJ|07105|155 RAYMOND BOULEVARD|40.7375|-74.1211|636.448|635.9|0.25|0.298||636.448||||||||||||||||||||||||||||||||||||||
1006098|Essex Power Plant|ESSEX|MO|63825|24201 STATE HWY E|36.8678|-89.8397|46185.928|46138.8|21.5|25.628||46185.928||||||||||||||||||||||||||||||||||||||
1006558|Essity Operations Wausau LLC|Middletown|OH|45042|700 Columbia Avenue|39.521|-84.40502|42810.84|42767|20|23.84|42810.84|||||||||||||||||||||||||||||||||||||||
1011192|Essity Operations Wausau LLC|Harrodsburg|KY|40330|1150 Industry Road|37.78571|-84.86787|27978.244|27949.2|13.25|15.794|27978.244|||||||||||||||||||||||||||||||||||||||
1004222|Essity Professional Hygiene North America LLC|MENASHA|WI|54952||44.205278|-88.455026|67775.744|67705.6|32|38.144|67775.744|||||||||||||||||||||||||||||||||||||||
1000120|Evander Andrews Power Complex|Mountain Home|ID|83647|1862 NW Mashburn Road|43.1794|-115.7328|321529.256|321202.1|149.25|177.906|434.248|321095.008||||||||||||||||||||||||||||||||||||||
1001840|Evraz Oregon Steel|Portland|OR|97203|14400 N. Rivergate Blvd|45.62849|-122.78125|83551.436|83465.4|39.25|46.786|83551.436|||||||||||||||||||||||||||||||||||||||
1000414|Exira Station|BRAYTON|IA|50042|3429 JAY AVE|41.5131|-94.9189|90678.46|90576.6|43.75|58.11|1.1|90677.36||||||||||||||||||||||||||||||||||||||
1014575|Exxon Mobil Corporation-Baton Rouge Resin Finishing Plant|Baton Rouge|LA|70807|12480 Scenic Highway|30.55991|-91.20212|26602.4|26575|12.5|14.9|26602.4|||||||||||||||||||||||||||||||||||||||
1007000|ExxonMobil Fuels & Lubricants Company Billings Refinery|Billings|MT|59103|700 ExxonMobil Road|45.813904|-108.433295|621036.774|617837|1877.25|1322.524|326224.348|||||||||||||||||||||||||||||||||||||||
1007959|Exxonmobil Beaumont Refinery|BEAUMONT|TX|77701|1795 BURT ST|30.0639|-94.0703|5704791.392|5677143.7|16248|11399.692|2233305.604|2253479.998||||||||||||||||||||||||||||||||||||||
1001544|F B Culley Generating Station|NEWBURGH|IN|47630|3700 DARLINGTON ROAD|37.91|-87.3267|1058741.188|1050233.6|3112|5395.588||1058741.188||||||||||||||||||||||||||||||||||||||
