1. Crater name ,2. Diameter [km],3. Latitude [°],4. Longitude [°],8. Apparent diameter [km],11. Floor diameter [km],14. Apparent depth [km],16. Interior volume [km^3],20. Height of central peak [km],51. Age
Cannon,57.58,19.88,81.36,49.52,29.54,2.45,2772.07,0,Nectarian
